,Año,Trimestre,Provincia,Accesos por cada 100 hogares,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS
744,2014,4,Buenos Aires,56.09,1575978,1070135,120528,17728,32038,4,8226,132937,2250445,20362,104322,9970,5406,0
745,2014,4,Capital Federal,49.06575,455785,840224,17155,1962,15394,5,2698,62896,1038269,123451,95772,8900,7997,0
746,2014,4,Catamarca,25.51,25192,241,16,0,440,3,210,8047,14093,291,4210,0,1,0
747,2014,4,Chaco,21.87,55024,10918,31,0,620,4,4830,12837,42106,7908,26,1240,2,0
748,2014,4,Chubut,40.25,48539,697,891,12256,6159,3,1858,6218,60392,700,0,0,0,0
749,2014,4,Córdoba,54.7,345157,240452,419,3918,4860,4,1903,85362,427844,41947,30858,1177,782,0
750,2014,4,Corrientes,23.56,54754,9526,40,1315,750,4,400,1386,42182,7513,2106,0,9,0
751,2014,4,Entre Ríos,36.03,112291,23027,57,5178,2600,4,2311,27801,88649,18318,3584,10,66,0
752,2014,4,Formosa,17.96,21245,4896,1,0,650,3,1947,783,14058,1852,4730,470,1,0
753,2014,4,Jujuy,19.6,31349,4583,22,370,110,3,188,10427,19740,3443,4650,0,0,0
754,2014,4,La Pampa,51.27,16043,34281,514,5894,6480,3,6266,6879,36520,260,50,40,10,0
755,2014,4,La Rioja,17.01,16352,0,17,0,330,4,90,4333,9728,1943,3860,0,3,0
756,2014,4,Mendoza,32.64,151797,13030,2534,310,2222,4,3030,190,169222,360,140,50,12,0
757,2014,4,Misiones,24.16,58435,18613,16,1500,150,4,5470,1184,53093,8731,2952,540,12,0
758,2014,4,Neuquén,52.55,47721,31778,1014,11853,303,4,1731,2744,80938,1260,3621,20,66,0
759,2014,4,Río Negro,45.48,66307,23703,901,3819,153,4,364,4723,85094,940,2319,40,30,0
760,2014,4,Salta,29.53,76026,17289,48,60,5780,4,540,16214,63221,12552,1922,0,4,0
761,2014,4,San Juan,28.04,48653,451,740,1202,1073,3,110,4780,51628,0,0,0,2,0
762,2014,4,San Luis,9.79,11419,926,355,240,4230,4,90,0,13135,0,0,10,2,0
763,2014,4,Santa Cruz,27.8,17553,448,388,4395,2929,3,1560,14,24145,10,10,0,0,0
764,2014,4,Santa Fe,50.0,335267,183009,3205,6282,1634,4,8707,99962,359293,36718,21098,8690,824,0
765,2014,4,Santiago Del Estero,17.27,34110,4231,19,9200,370,3,1246,8913,24181,4359,6020,0,0,0
766,2014,4,Tierra Del Fuego,66.14,21948,3664,655,10,2722,3,120,2830,31489,20,0,0,0,0
767,2014,4,Tucumán,35.32,137093,97,116,130,1050,4,170,28746,85091,20631,2733,1960,0,0
768,2014,3,Buenos Aires,56.75,1562533,1110628,124474,20049,31881,4,7355,128187,2281524,156693,68947,2430,4232,0
769,2014,3,Capital Federal,49.06575,450155,833402,17886,1995,14387,4,8400,78016,1060145,10217,70907,950,6626,0
770,2014,3,Catamarca,24.71,24380,244,15,0,470,3,190,8845,13790,1915,1110,0,0,0
771,2014,3,Chaco,21.11,53321,10336,29,10,590,3,3980,14731,41934,5428,1274,50,0,0
772,2014,3,Chubut,40.6,49219,668,882,11853,6515,3,2013,6281,60771,340,0,0,0,0
773,2014,3,Córdoba,54.23,340212,240334,444,4064,3770,4,6600,98992,435692,28992,18888,840,664,0
774,2014,3,Corrientes,22.79,52957,9184,31,1312,650,3,210,15448,41717,5181,1172,0,0,0
775,2014,3,Entre Ríos,34.98,108907,22440,48,5203,1350,3,1709,2971,91450,12569,131,0,48,0
776,2014,3,Formosa,17.77,21021,4836,0,0,800,3,2001,8323,14202,1324,850,0,0,0
777,2014,3,Jujuy,18.37,30128,3541,22,370,130,3,1270,10979,20216,2305,820,0,0,0
778,2014,3,La Pampa,55.78,16051,33940,538,11219,6770,3,6458,6645,41009,240,50,40,10,0
779,2014,3,La Rioja,16.51,15864,0,14,10,370,3,100,4785,9720,1337,610,0,0,0
780,2014,3,Mendoza,32.31,150120,13030,2512,400,2222,4,350,0,167763,310,120,130,1,0
781,2014,3,Misiones,23.57,56933,18373,4,30,140,4,6400,13637,53510,5928,1606,0,1,0
782,2014,3,Neuquén,56.4,54458,30964,1000,12858,3087,4,1522,3099,80090,1070,2865,100,27,0
783,2014,3,Río Negro,46.2,65264,26590,888,3533,1505,3,364,5189,86868,870,1944,80,9,0
784,2014,3,Salta,29.22,73828,18394,43,1090,5800,3,7320,17481,66026,8314,3880,0,0,0
785,2014,3,San Juan,27.85,48272,451,731,1199,1126,3,80,4870,51276,0,0,0,0,0
786,2014,3,San Luis,9.71,11303,925,355,250,4380,4,80,0,13029,0,0,30,0,0
787,2014,3,Santa Cruz,28.23,17862,492,385,4273,3098,3,1950,1624,24248,10,10,0,0,0
788,2014,3,Santa Fe,49.2,325577,183630,4407,654,7330,3,823,112593,357615,23962,12124,380,806,0
789,2014,3,Santiago Del Estero,16.49,32820,3900,19,7680,410,3,7910,9914,23826,2867,1420,0,0,0
790,2014,3,Tierra Del Fuego,65.69,21840,3469,650,10,2832,3,120,3360,32348,20,0,0,0,0
791,2014,3,Tucumán,33.94,131739,97,117,130,1000,3,60,32716,84668,14101,5590,40,0,0
792,2014,2,Buenos Aires,55.06,1568881,1025490,120008,1702,33147,4,6902,162274,2288772,140226,56549,2840,4309,0
793,2014,2,Capital Federal,49.06575,447637,828411,17729,1883,14555,4,8470,81431,1078213,87359,56004,590,6427,0
794,2014,2,Catamarca,24.7,24380,243,17,0,430,3,190,8844,13794,1915,1110,0,0,0
795,2014,2,Chaco,20.96,53321,9870,30,0,580,3,4120,14854,41530,5418,1085,50,0,0
796,2014,2,Chubut,41.41,51070,649,866,1096,6974,3,2064,6582,61868,0,0,0,0,0
797,2014,2,Córdoba,53.45,337825,234729,351,3673,3740,4,2105,101598,429536,28698,14824,760,627,0
798,2014,2,Corrientes,22.58,52883,8680,31,1309,550,3,200,15563,41219,5199,9560,0,0,0
799,2014,2,Entre Ríos,34.69,108900,21706,49,4795,1330,3,2187,32781,86757,12564,1162,0,44,0
800,2014,2,Formosa,17.54,20894,4628,0,0,780,3,2032,8218,13944,1321,850,0,0,0
801,2014,2,Jujuy,18.71,30128,4161,23,400,90,3,1873,11233,18851,2305,820,0,0,0
802,2014,2,La Pampa,49.71,15957,32600,513,5869,6890,3,7032,6761,34089,180,50,40,10,0
803,2014,2,La Rioja,16.5,15864,0,14,0,340,3,100,4785,9719,1337,610,0,0,0
804,2014,2,Mendoza,32.1,148979,13030,2480,360,2282,4,350,60,166710,310,100,50,10,0
805,2014,2,Misiones,23.37,56933,17594,4,1500,80,4,5400,13644,53245,5924,1334,20,0,0
806,2014,2,Neuquén,50.84,47767,29776,997,10765,2983,4,1531,3206,79087,920,2289,20,30,0
807,2014,2,Río Negro,45.33,64920,24944,876,3657,156,3,3468,5507,84978,780,1569,20,8,0
808,2014,2,Salta,28.91,73841,17504,45,70,5770,3,530,18818,64440,8293,3880,0,0,0
809,2014,2,San Juan,27.78,48161,451,722,1139,1173,3,100,5070,51129,0,0,0,0,0
810,2014,2,San Luis,9.72,11306,925,354,220,4480,4,70,0,13045,0,0,10,2,0
811,2014,2,Santa Cruz,29.38,18956,448,381,4118,3266,3,1530,1637,25374,20,0,0,0,0
812,2014,2,Santa Fe,48.39,324101,178495,3085,6041,6360,3,8515,115197,353559,23939,10058,340,792,0
813,2014,2,Santiago Del Estero,16.7,32820,4231,19,9070,340,3,1231,9914,23842,2867,1420,0,0,0
814,2014,2,Tierra Del Fuego,64.36,21618,3008,648,10,2934,3,120,3340,31198,20,0,0,0,0
815,2014,2,Tucumán,33.94,131740,97,121,130,980,3,60,32714,84675,14101,5590,40,0,0
816,2014,1,Buenos Aires,54.57,1567685,1000879,120960,16528,33824,4,8469,171244,2279875,121787,38923,2060,4037,0
817,2014,1,Capital Federal,49.06575,445569,820161,17767,1866,14555,4,8520,88826,1096050,70293,38798,550,6208,0
818,2014,1,Catamarca,24.25,24126,46,17,0,430,3,190,9147,13330,1672,640,0,0,0
819,2014,1,Chaco,20.72,52971,9497,30,0,580,3,4380,15849,40869,4644,7410,50,0,0
820,2014,1,Chubut,41.24,51066,539,866,10776,6974,3,7452,100,61329,0,0,0,0,0
821,2014,1,Córdoba,52.52,336841,225769,347,3585,3680,3,2076,107705,423114,24112,9818,400,588,0
822,2014,1,Corrientes,22.32,52565,8279,31,1306,550,3,200,16357,40742,4486,6300,0,0,0
823,2014,1,Entre Ríos,34.37,107883,21379,49,4887,1330,3,2177,35206,85248,10828,7460,0,43,0
824,2014,1,Formosa,17.42,20774,4548,0,0,1000,3,2062,8475,13685,1133,670,0,0,0
825,2014,1,Jujuy,18.42,29765,4030,23,0,90,3,1832,11498,18415,2002,560,0,0,0
826,2014,1,La Pampa,48.43,15826,31305,513,5848,7010,3,7434,6535,32501,170,50,40,10,0
827,2014,1,La Rioja,16.29,15663,0,14,0,340,3,100,5111,9390,1165,350,0,0,0
828,2014,1,Mendoza,31.91,148970,12076,2480,370,2282,4,350,60,166655,190,100,60,9,0
829,2014,1,Misiones,23.14,56597,17191,4,1500,80,3,5450,1446,52852,5139,9580,0,0,0
830,2014,1,Neuquén,49.79,47790,28161,997,10381,3051,4,4133,9870,77148,840,1582,20,22,0
831,2014,1,Río Negro,44.91,64886,24156,876,3576,1572,3,467,4618,84304,730,1062,10,8,0
832,2014,1,Salta,28.7,73131,17538,45,80,5680,3,530,19677,64061,7192,3140,0,0,0
833,2014,1,San Juan,27.6,48161,434,722,8080,1173,3,5310,20,51056,0,0,0,0,0
834,2014,1,San Luis,9.35,11306,428,354,210,4480,4,70,30,12544,0,10,0,2,0
835,2014,1,Santa Cruz,28.94,18927,100,381,4092,3264,3,1610,1625,24972,10,10,0,0,0
836,2014,1,Santa Fe,47.85,322662,174296,3059,5951,6440,3,8456,124468,345225,20328,6845,230,668,0
837,2014,1,Santiago Del Estero,16.31,32567,3598,19,9150,340,3,1234,10531,22817,2422,1090,0,0,0
838,2014,1,Tierra Del Fuego,63.97,21618,2837,648,10,2934,3,120,6070,30902,60,0,0,0,0
839,2014,1,Tucumán,33.42,129717,83,121,130,980,3,60,34672,83210,11779,3620,30,0,0
